137,"机甲少女"
138,"男骑士"
139,"纳米机甲女性"
140,"赛博少年"
141,"赛博少女"
142,"一定锅少年"
143,"求神少年"
144,"一定锅少女"
145,"求神少女"
146,"宝石铠甲男"
147,"铠甲男战士"
148,"黑人男纳米机甲"
149,"白人男纳米机甲"
150,"白银骑士"
151,"鹰战士"
152,"战士"
153,"毒液怪人"
154,"蚁侠士"
155,"最强队长"
156,"超帅侠"
157,"奇异战士"
158,"闪电怪"
159,"恶灵骷髅"
160,"铁人"
161,"风衣女"
162,"汉服少女"
163,"时尚少女"
164,"潮流少女"
165,"古代书生"
166,"钻石*100"
167,"钻石*600"
168,"钻石*1000"
169,"钻石*3000"
170,"钻石*7000"
171,"钻石*10000"
172,"钻石*20000"
173,"钻石*50000"
174,"钻石*100000"
175,"每日登录游戏（{0}/{1}）"
176,"每日在线时长5分钟（{0}/{1}）"
177,"每日在线时长10分钟（{0}/{1}）"
178,"每日在线时长15分钟（{0}/{1}）"
179,"每日在线时长20分钟（{0}/{1}）"
180,"每日在线时长25分钟（{0}/{1}）"
181,"每日在线时长30分钟（{0}/{1}）"
182,"每日在线时长40分钟（{0}/{1}）"
183,"每日在线时长50分钟（{0}/{1}）"
184,"每日在线时长60分钟（{0}/{1}）"
185,"每日击败1个玩家（{0}/{1}）"
186,"每日击败5个玩家（{0}/{1}）"
187,"每日击败10个玩家（{0}/{1}）"
188,"每日击败20个玩家（{0}/{1}）"
189,"每日击败30个玩家（{0}/{1}）"
190,"每日击败50个玩家（{0}/{1}）"
191,"每日击败100个玩家（{0}/{1}）"
192,"每日击败200个玩家（{0}/{1}）"
193,"每日击败300个玩家（{0}/{1}）"
194,"每周登录1天（{0}/{1}）"
195,"每周登录2天（{0}/{1}）"
196,"每周登录3天（{0}/{1}）"
197,"每周登录4天（{0}/{1}）"
198,"每周登录5天（{0}/{1}）"
199,"每周登录6天（{0}/{1}）"
200,"每周登录7天（{0}/{1}）"
201,"烟雾拖尾"
202,"粒子拖尾"
203,"光束拖尾"
204,"水拖尾"
205,"火焰拖尾"
206,"雷拖尾"
207,"彩虹拖尾"
208,"胎印拖尾"
209,"螺丝钉拖尾"
210,"足球拖尾"
211,"糖果拖尾"
212,"奖杯拖尾"
213,"皇冠拖尾"
214,"爱心拖尾"
215,"骷髅拖尾"
216,"香蕉拖尾"
217,"雷电拖尾"
218,"雪花拖尾"
219,"2023拖尾"
220,"爆竹拖尾"
221,"烟花拖尾"
222,"礼物拖尾"
223,"钞票拖尾"
224,"泡泡拖尾"
225,"彩带拖尾"
226,"便便拖尾"
227,"枫叶拖尾"
228,"六芒星拖尾"
229,"蝴蝶拖尾"
230,"冰淇淋拖尾"
231,"鸟拖尾"
232,"蝙蝠拖尾"
233,"祥云拖尾"
234,"爪印"
235,"手枪"
236,"火枪"
237,"激光枪"
238,"橘黄激光枪"
239,"加特林"
240,"弓箭"
241,"今日在线时长不足30分钟("
242,"领取"
243,"领取成功"
244,"\n(星期"
245,"昨日奖励"
246,"明日奖励"
247,"今日奖励"
248,"星期"
249,"奖励"
250,"步枪"
251,"已在线 "
252,"/30(分钟)"
253,"已领取"
254,"今天星期"
255,"不能领取星期"
256,"的奖励"
257,"点的太快啦"
258,"不要攻击队友!"
259,"剩余: "
260,"小时"
261,"天"
262,"切换失败,你已在"
263,"红队"
264,"蓝队"
265,"切换队伍成功"
266,"切换失败,此队已满"
267,"切换失败,人数不平等"
268,"已在此队"
269,"不能频繁切换队伍，10秒后再试"
270,"神兵弓箭"
271,"屠龙激光枪1号"
272,"屠龙泡泡枪"
273,"屠龙火鲨枪1号"
274,"屠龙脉冲枪1号"
275,"屠龙海鲨鱼枪1号"
276,"屠龙激光枪2号"
277,"屠龙激光枪3号"
278,"屠龙弓箭"
279,"不存在这份存档，可能是新玩家"
280,"模板埋点"
281,"一二三四五六日"
282,"网络卡顿、再试一次吧"
283,"成功获得奖励"
284,"广告没准备好，或后台还有广告在放"
285,"张吉惟"
286,"林国瑞"
287,"林玫书"
288,"林雅南"
289,"江奕云"
290,"刘柏宏"
291,"阮建安"
292,"林子帆"
293,"夏志豪"
294,"吉茹定"
295,"李中冰"
296,"谢彦文"
297,"傅智翔"
298,"洪振霞"
299,"刘姿婷"
300,"荣姿康"
301,"吕致盈"
302,"方一强"
303,"黎芸贵"
304,"郑伊雯"
305,"雷进宝"
306,"吴美隆"
307,"吴心真"
308,"王美珠"
309,"郭芳天"
310,"李雅惠"
311,"陈文婷"
312,"曹敏侑"
313,"王依婷"
314,"陈婉璇"
315,"吴美玉"
316,"蔡依婷"
317,"郑昌梦"
318,"林家纶"
319,"黄丽昆"
320,"李育泉"
321,"黄芸欢"
322,"吴韵如"
323,"李肇芬"
324,"卢木仲"
325,"李成白"
326,"方兆玉"
327,"刘翊惠"
328,"丁汉臻"
329,"吴佳瑞"
330,"舒绿珮"
331,"周白芷"
332,"张姿妤"
333,"张虹伦"
334,"周琼玫"
335,"倪怡芳"
336,"郭贵妃"
337,"杨佩芳"
338,"黄盛玫"
339,"郑丽青"
340,"许智云"
341,"张孟涵"
342,"李小爱"
343,"王恩龙"
344,"朱政廷"
345,"邓诗涵"
346,"陈政倩"
347,"吴俊伯"
348,"阮馨学"
349,"翁惠珠"
350,"吴思翰"
351,"林佩玲"
352,"邓海来"
353,"陈翊依"
354,"李建智"
355,"武淑芬"
356,"金雅琪"
357,"赖怡宜"
358,"黄育霖"
359,"张仪湖"
360,"王俊民"
361,"张诗刚"
362,"林慧颖"
363,"沈俊君"
364,"陈淑妤"
365,"李姿伶"
366,"高咏钰"
367,"黄彦宜"
368,"周孟儒"
369,"潘欣臻"
370,"李祯韵"
371,"叶洁启"
372,"梁哲宇"
373,"黄晓萍"
374,"杨雅萍"
375,"卢志铭"
376,"张茂以"
377,"林婉婷"
378,"蔡宜芸"
379,"林珮瑜"
380,"黄柏仪"
381,"周逸珮"
382,"夏雅惠"
383,"王采珮"
384,"林孟霖"
385,"林竹水"
386,"王怡乐"
387,"王爱乐"
388,"金佳蓉"
389,"韩健毓"
390,"李士杰"
391,"陈董珍"
392,"苏姿婷"
393,"张政霖"
394,"李志宏"
395,"陈素达"
396,"陈虹荣"
397,"何美玲"
398,"李仪琳"
399,"张俞幸"
400,"黄秋萍"
401,"潘吉维"
402,"一"
403,"二"
404,"三"
405,"四"
406,"五"
407,"六"
408,"七"
409,"八"
410,"九"
411,"十"
412,"百"
413,"千"
414,"万"
415,"亿"
416,"零"
